Case #1: 70
19 10 183976
9 17 174647
27 33 254065
13 14 104502
3 27 225977
46 41 59385
15 3 192612
13 32 90392
27 23 238487
22 17 217040
22 34 168403
31 42 118567
46 40 17016
7 28 132893
6 18 115650
31 1 133113
10 39 204057
38 6 101737
43 27 219196
28 31 180671
7 4 116182
2 30 189529
34 28 185133
19 38 188707
32 38 142939
4 45 117929
22 21 197857
21 28 111197
31 14 146087
22 19 92010
35 7 174369
32 4 168439
30 1 55979
39 21 129512
1 4 107025
19 9 129580
4 26 104510
21 40 157530
12 7 63159
46 44 156578
16 31 132207
5 42 179544
16 36 117960
10 44 112605
35 25 96281
3 25 157488
29 19 124873
46 13 107413
43 33 304375
10 40 200375
21 12 159306
38 2 187143
15 25 167174
19 31 157087
28 36 124833
10 28 185742
31 13 125980
38 14 57914
9 32 80219
28 4 184036
26 31 208265
10 1 165865
36 21 123708
29 11 94110
27 17 285976
14 20 65004
24 45 141230
30 18 227116
19 25 60012
2 8 171590
22 23 169551
33 31 135506
42 40 117016
10 8 173905
20 3 78314
35 34 194159
36 1 141084
22 46 183782
19 41 73572
8 6 200434
39 40 159764
5 12 188171
38 42 155003
16 44 83051
45 32 141832
28 18 209777
33 16 267713
18 36 165911
17 12 172761
4 9 88220
16 43 114449
10 33 299174
46 8 181350
18 21 213287
25 6 146982
30 15 105389
41 6 160542
12 29 56905
40 23 128453
31 22 163941
35 14 193557
2 40 165892
12 42 23453
46 9 201594
9 24 111521
1 5 174607
44 19 164186
20 42 112070
29 31 85115
41 42 129958
19 20 139186
10 32 190360
36 27 208255
17 6 132037
30 46 107610
46 45 144027
37 25 146292
26 44 61306
13 4 134699
9 18 158260
35 4 181531
23 19 156197
42 33 231515
43 37 50766
30 3 180213
38 20 122918
29 15 104014
5 25 148135
2 1 225478
41 11 70194
30 27 195693
8 41 164402
8 5 204556
4 15 132232
41 43 183498
13 16 174546
39 34 201339
4 11 141249
39 32 103671
41 26 154657
15 46 145042
26 14 127927
38 43 219034
26 24 127811
16 11 181096
41 37 132732
31 25 97075
28 8 125649
38 23 186285
36 42 139560
7 3 176562
6 23 84548
42 17 196214
28 37 125431
17 4 155834
20 2 160946
14 1 12974
27 31 118559
19 24 165370
12 43 193261
30 41 48225
3 6 69611
24 16 63148
42 8 81350
46 14 77074
18 15 130477
46 1 90048
29 22 117234
29 16 208398
41 40 76401
10 24 92702
13 29 40865
33 3 264904
40 26 88148
28 46 156541
5 17 177526
17 19 203686
20 21 152584
5 10 200836
16 18 238303
40 37 98819
38 4 164378
25 26 162376
21 42 135853
15 9 97108
26 10 173911
19 14 157288
46 27 207224
8 18 217927
6 42 170666
1 12 114259
35 22 128279
11 8 138146
45 38 143505
7 37 168462
14 7 144414
20 31 136334
10 45 48528
1 26 114953
24 29 152263
16 14 148929
15 40 128026
10 35 220245
27 25 161399
46 23 145469
36 20 103167
38 44 189363
27 9 232814
22 24 73360
40 24 144413
3 39 216345
43 24 97903
46 3 90384
25 21 218318
15 10 159542
33 2 298215
7 46 128992
24 20 139467
5 16 238364
9 26 106322
20 33 271840
28 24 160735
13 30 74320
30 24 153638
16 32 208286
6 35 50701
23 3 154159
8 27 205063
3 42 190384
16 38 204225
28 42 93187
27 34 114097
44 2 194164
32 12 74352
23 34 159410
19 16 228518
17 40 175942
16 27 184441
4 36 78113
34 43 192946
46 4 113958
27 10 213995
Case #298: Impossible
Case #299: 132
14 4 223602
10 21 364589
3 11 368441
21 17 224738
8 6 290214
23 13 381779
10 7 428573
3 19 145092
22 11 212065
7 15 246823
25 3 111129
17 13 224678
15 3 306666
13 6 234324
15 18 230683
1 6 128772
16 13 332310
13 10 577356
17 1 268192
18 7 100475
9 25 167856
13 19 393243
19 25 122062
11 9 224842
8 14 286994
19 24 144667
22 7 242068
17 14 277103
1 2 61174
17 7 213090
20 16 465912
22 21 176690
9 21 160447
12 4 35168
11 1 337393
19 12 103071
13 24 396636
2 22 196940
15 25 247026
9 18 151513
12 9 148865
6 15 320493
20 12 522395
10 5 431217
23 6 235842
19 14 155699
16 4 98392
15 4 239126
20 15 614778
18 12 2648
12 2 200242
9 19 154043
20 22 681171
14 11 302811
20 21 519682
23 10 349756
8 9 285338
16 1 128730
11 21 331166
15 17 343298
12 14 192807
3 20 501439
14 10 397598
24 17 273504
12 15 228035
18 2 202890
11 18 273655
14 21 149295
13 22 532823
1 25 139234
17 3 240087
2 17 303695
8 3 276387
19 4 67903
19 17 218334
3 13 367837
14 15 157139
18 22 276005
8 22 301581
14 23 141652
14 5 87040
20 1 496698
11 12 276303
22 25 292348
2 9 51377
14 7 89684
17 16 178487
17 4 150431
4 22 238189
18 14 190159
4 3 165288
23 15 151580
8 24 275962
22 12 273357
21 19 6404
18 3 127472
11 4 311471
19 11 324762
21 23 161853
8 17 349629
7 1 55102
15 22 66393
8 12 234366
16 11 339527
10 11 94787
25 11 257312
16 19 158877
3 24 236872
16 25 82215
22 24 136187
3 9 227496
4 23 87546
16 9 212089
6 9 241323
20 6 367926
22 14 223532
15 24 69794
2 23 168244
15 5 244179
21 25 128466
3 10 455570
8 4 199198
5 12 105767
19 2 182291
9 13 387260
2 10 371006
7 5 2644
18 17 112615
18 16 65872
12 1 158225
6 17 269732
24 2 60753
Case #300: 96
9 11 205180
3 5 167203
12 4 461997
5 8 325592
2 10 62924
10 9 282886
13 17 285273
10 5 214572
12 15 349254
3 16 343699
8 12 14338
11 10 468216
14 10 229986
13 6 32486
15 16 214496
16 10 391068
15 4 288169
5 11 381220
3 17 316284
8 15 363592
7 2 142270
9 7 215696
11 4 553071
2 1 201019
10 3 47369
9 14 160626
7 15 108484
2 4 257166
2 15 226889
3 6 68434
1 10 233665
14 17 271725
7 16 216152
16 4 395837
13 4 277559
3 13 35948
15 13 119082
5 17 256311
3 12 220381
13 10 83317
14 3 182617
5 2 181926
15 14 53414
11 17 558141
5 14 15414
8 1 313857
12 2 292240
5 6 163741
14 2 197340
14 7 55070
1 13 150348
9 8 345095
10 15 202399
16 6 340237
8 10 282088
2 3 71859
9 17 432351
12 13 256329
6 7 124085
8 16 471260
9 2 219962
5 13 131255
14 1 3679
13 7 91599
14 12 295840
2 8 306578
8 7 362266
11 14 365806
1 9 164305
11 8 381211
7 3 127547
1 6 182834
1 4 231076
11 15 312392
16 13 307751
17 7 216655
7 1 58749
11 13 431474
16 17 432807
14 13 146669
14 4 234755
6 4 310045
13 2 107807
10 7 174916
8 6 303153
9 4 395381
16 5 176496
7 12 347928
12 5 311254
1 12 299519
17 1 275404
5 1 19093
12 11 366873
4 8 476330
14 16 161082
12 17 191268
Case #301: 59
7 10 155480
9 4 163241
7 8 344490
7 1 480374
6 12 255856
2 3 364926
6 11 379084
4 14 339239
7 4 192766
8 12 193514
12 13 233125
13 4 143332
11 9 268761
11 10 469585
4 11 360214
9 10 216866
13 5 315182
1 8 589300
7 6 198404
3 5 283027
8 3 292303
14 7 309172
11 14 319752
2 6 511143
8 13 295056
9 5 318921
9 1 418988
3 12 109639
9 2 400820
14 2 187693
14 10 266293
13 11 379581
6 10 255016
7 11 330147
8 9 328197
3 6 146217
2 10 425535
4 3 127347
7 9 61386
8 10 279537
10 5 299663
1 3 383094
13 3 146714
13 2 456529
6 14 358109
6 1 529311
5 6 166212
11 2 132059
5 8 20126
10 13 106046
1 13 529808
6 8 146086
3 10 236718
5 11 347827
7 13 49434
11 12 342506
7 3 97280
1 11 345392
9 6 182111
Case #302: 56
14 17 337927
1 21 540047
15 7 143846
5 12 114198
12 23 329996
11 6 220583
4 1 522353
20 15 265323
17 13 182287
8 18 165366
15 9 50366
2 8 292816
2 20 417596
9 21 48487
12 11 236140
11 5 350338
3 5 345357
2 16 229773
14 22 204530
22 1 609090
13 2 456073
19 4 163679
14 10 300196
10 18 185772
7 13 224046
17 4 15319
3 14 419581
1 18 543377
22 8 99653
22 17 160873
9 14 222950
18 5 32821
3 2 385178
15 12 86586
17 21 204474
20 10 377585
16 13 378992
22 11 260655
5 15 128344
2 10 488135
20 23 551825
13 1 645615
22 3 261457
16 10 316590
20 9 302475
6 5 193414
23 10 174240
10 7 256108
4 12 232968
21 6 163923
6 3 151943
22 9 20556
8 7 60789
12 16 139755
16 9 175975
4 3 179591
Case #303: Impossible
Case #304: 904
44 41 163333
6 20 60668
26 1 138624
16 8 23428
22 20 172742
43 26 108185
26 4 128193
8 33 44249
45 21 70733
41 4 117076
43 13 161144
35 29 169597
4 31 104264
1 27 64557
45 14 4122
31 38 56006
29 7 206071
38 33 49965
17 13 38883
18 28 83905
25 30 82813
25 43 126697
18 5 228425
6 5 173835
14 25 20656
37 6 80322
45 6 19657
27 44 87465
34 8 13006
7 45 114880
29 27 172182
31 6 24312
23 10 78960
11 18 91671
40 36 69183
36 15 129266
39 28 98368
39 27 57677
27 43 140527
21 26 55295
10 44 140225
12 37 102280
19 25 72645
25 23 69262
9 23 35904
35 26 122136
7 3 157378
35 18 117453
8 31 51518
29 22 203333
29 40 110501
22 21 163150
16 32 19472
27 28 67495
12 29 176512
19 20 117347
31 37 104634
20 37 120087
4 43 143999
12 22 26821
36 43 68645
45 20 80325
38 8 49581
22 44 221785
4 27 40004
35 9 72344
10 36 80455
45 29 91191
18 23 81013
22 14 108020
33 32 33965
33 34 57255
30 15 141112
13 29 115033
32 24 40325
28 12 115204
14 7 119002
22 19 56031
17 23 52121
35 13 54564
8 17 85420
27 22 167431
6 32 15694
4 36 75354
15 27 93916
27 24 75183
2 1 61318
35 4 37419
6 23 36965
4 25 103316
21 13 90043
42 8 90742
38 25 67885
40 34 70935
4 30 129360
21 14 66611
25 2 65256
3 35 95628
2 34 69277
26 20 167039
6 12 95208
23 41 116097
18 3 127064
17 12 153422
11 30 59824
43 12 143976
45 36 58117
23 22 139133
25 26 142562
32 25 20815
6 21 51076
3 12 154271
30 16 45630
37 21 131398
13 30 134343
12 39 158275
28 44 125462
42 20 124204
33 24 42902
25 10 47116
42 32 48160
14 23 52500
38 6 31694
18 41 156653
9 42 108348
24 43 117025
40 13 127820
40 4 110675
39 35 91624
6 41 89880
31 19 90310
10 29 121773
29 9 155660
32 8 42900
16 19 62220
30 6 49408
45 23 56622
18 7 67764
20 16 64446
37 23 115727
22 25 128676
12 7 189499
24 41 114511
16 31 28090
31 44 134307
13 9 112151
33 1 50524
21 28 85149
1 16 36031
42 26 169907
11 7 159435
1 30 72342
34 11 50628
25 39 100486
13 18 158716
2 23 66030
32 34 55906
5 14 189370
13 1 85174
9 43 106044
40 35 93586
23 8 44310
20 15 151474
36 33 56731
30 35 102952
45 17 77871
8 21 78282
36 31 62772
5 31 194230
11 37 68678
34 22 107829
31 2 53377
25 27 112671
41 31 114192
32 39 79989
19 14 51989
40 2 59788
6 39 64295
34 13 116751
43 2 136170
32 10 26619
6 44 109995
2 15 104799
23 26 143336
39 13 114826
43 16 110883
36 8 45805
44 12 194964
28 15 124879
27 7 140187
14 10 26460
41 7 185897
16 11 28676
18 4 146725
8 43 114450
40 42 63189
8 5 176241
17 18 124987
3 15 154781
21 39 108217
6 24 24631
8 37 71417
43 22 170797
21 40 81799
18 42 90995
4 24 104583
29 8 138054
20 33 58036
4 16 83730
13 36 92499
9 34 4600
4 2 50887
43 29 201354
45 27 96137
45 25 24778
30 9 39808
7 6 134537
25 42 68657
38 3 91985
28 32 49767
17 32 73908
31 10 66307
1 42 95789
3 13 118830
11 39 52651
10 37 122035
35 43 106580
30 26 122925
21 44 109602
15 43 184996
19 29 147302
12 33 112251
22 13 209171
10 8 69201
16 7 138315
45 24 44288
2 35 44830
14 11 40433
30 28 69404
1 15 121941
4 7 143659
28 22 142025
13 10 139092
16 37 84100
38 7 120934
15 22 186975
6 33 18271
19 9 56398
7 10 145462
25 1 68444
10 11 66893
39 4 97681
33 29 129119
31 45 43969
4 19 145950
42 22 156021
29 28 144921
10 21 93071
36 30 68007
33 18 85044
37 5 224033
29 42 47312
22 18 159258
31 3 74268
9 45 64469
28 19 85994
26 5 267369
2 41 118945
43 37 171240
13 2 68032
17 37 138536
14 20 76203
24 19 41367
34 21 77550
29 38 142542
3 16 64069
40 14 15188
19 39 129065
26 44 164897
33 43 125376
10 38 73689
39 37 108075
23 32 52659
6 27 76480
32 1 47947
42 28 97609
8 11 37622
42 4 84866
17 36 53616
32 27 92174
31 43 131417
29 21 161924
17 28 49229
8 39 90273
17 44 105731
8 22 94823
5 44 253706
21 23 88041
30 12 90204
34 38 36575
19 3 125061
2 36 67525
20 25 96859
1 41 110267
17 40 88937
3 8 86269
45 42 43879
26 29 217219
16 18 70551
30 40 77345
16 36 42238
22 37 129101
2 45 48722
20 7 149908
40 9 75535
19 6 65998
5 22 250667
12 26 168725
10 3 102286
27 36 71882
1 29 143101
9 5 183316
22 39 176369
36 35 37935
17 9 73268
17 4 21738
24 38 52156
31 15 118802
10 12 107659
42 6 63536
2 39 93360
44 34 146819
14 32 159
44 45 109643
21 4 72898
39 15 151593
30 23 66512
35 42 122285
20 8 78555
29 32 95472
42 36 101996
31 22 136386
30 21 100484
21 25 87267
11 9 55228
35 20 60143
42 3 123827
20 2 89733
22 45 112142
13 7 160804
38 26 138065
14 29 95313
7 26 62662
17 26 106455
28 24 49777
33 19 83041
11 31 49210
13 37 177419
3 26 147407
31 27 100792
35 10 104858
1 38 559
42 34 103748
12 35 148752
2 10 71060
23 4 73859
16 17 61992
40 15 94143
37 35 137881
45 19 56111
27 8 72608
39 42 127831
36 9 37399
1 11 57151
30 7 177169
14 31 39847
17 21 51160
32 35 78557
10 39 106290
2 6 29065
21 5 224911
4 3 101685
7 5 263075
17 19 124212
4 32 95646
1 20 29533
4 11 104850
17 30 107622
21 16 54854
33 7 152808
7 42 158759
20 38 28974
8 4 107158
30 39 112475
32 5 189529
43 3 167396
13 38 85733
42 13 67721
45 18 47116
5 29 256445
38 9 41175
28 4 70967
34 14 55747
32 30 62316
23 34 31304
28 26 140444
20 44 149760
11 21 75974
33 40 48994
3 2 89356
17 39 75943
26 31 93248
14 1 47788
12 42 129200
12 15 160154
16 39 68073
13 12 192305
44 33 91724
23 1 5830
26 10 148366
31 12 119520
18 9 69597
5 40 204558
7 43 45523
4 29 132178
35 1 30610
34 39 103279
34 43 101444
23 31 61277
14 41 105415
43 45 110163
42 5 237371
34 4 99606
25 40 35844
31 34 64524
42 21 114612
34 15 134702
19 42 99990
18 36 82508
19 23 83102
33 27 77371
27 9 55002
14 18 51238
27 23 70387
15 23 127771
1 3 92544
41 34 128864
5 35 172192
2 11 53963
14 17 73749
1 4 68029
10 19 78449
41 19 141321
34 37 84423
38 22 143768
7 1 121493
14 43 106041
41 16 93658
24 44 134626
38 14 47229
16 13 100875
39 9 107879
21 7 117957
36 41 117592
20 39 104060
43 30 136652
19 32 52148
43 18 113287
3 25 96482
31 32 40006
29 2 139913
11 12 105624
20 32 76362
44 23 128354
38 42 95230
32 38 47388
30 18 109405
29 31 135160
19 35 119542
40 16 34501
44 1 122524
43 5 217552
44 4 91320
45 40 19310
27 41 113604
40 1 62976
32 22 108179
3 30 108471
6 34 40212
18 10 77698
38 30 71783
7 8 154967
21 3 111367
31 18 91085
19 5 194636
17 42 106604
15 6 94490
38 43 75411
41 28 113205
41 5 233591
9 4 95006
39 5 123966
15 41 170988
44 2 87591
17 7 121921
29 15 78266
44 39 137748
10 34 82207
22 6 112074
27 16 80258
23 24 46885
40 26 137094
20 23 34245
9 22 112429
19 15 130944
7 2 139968
41 29 200728
41 25 126071
28 5 144520
12 40 66011
37 3 104071
29 25 115969
25 44 134421
42 30 110158
11 43 132003
40 39 95018
11 29 135746
14 24 40166
36 23 1495
18 40 66426
44 43 198494
37 45 99697
30 19 60994
5 36 148907
33 25 54462
29 23 147813
35 33 81134
19 8 38792
27 37 139422
11 23 61863
12 16 91430
11 24 40197
24 7 153445
42 15 30954
23 5 147412
8 24 2575
16 23 40743
14 28 49608
28 35 33548
14 36 53995
8 35 80750
25 31 60503
3 23 97256
9 20 70149
32 26 122065
38 36 6766
9 37 89023
18 29 138307
32 44 113924
5 15 263523
20 40 91391
30 45 66279
11 5 168609
38 18 86284
15 26 182105
34 29 151060
22 10 134480
2 28 63138
36 44 129849
9 1 41734
4 15 53912
13 5 226756
31 13 121409
18 20 115258
31 24 48943
13 8 124303
33 28 52344
45 8 46863
36 22 140628
14 3 75826
11 44 98351
11 6 24898
38 44 123083
18 21 117849
16 34 36434
2 22 141139
12 32 81358
44 29 113076
34 26 113729
18 6 66773
4 6 79952
32 37 95734
12 9 85608
41 32 105574
35 15 91331
5 25 210026
1 28 2938
1 19 88932
6 28 34073
43 40 90853
18 39 131068
32 43 106200
2 9 73877
6 36 38460
25 37 116231
6 25 36191
20 31 84980
15 21 126810
6 29 110848
6 14 15535
21 2 22011
28 34 34196
45 5 193492
25 13 120461
38 41 110826
38 37 112016
44 3 133744
14 30 62157
8 6 27206
38 2 60759
12 4 175160
29 37 190888
32 11 40592
37 1 112575
17 25 94405
24 1 52715
16 9 41034
24 25 60822
23 13 91004
24 39 88926
3 22 172365
9 41 133464
6 40 30723
35 25 99054
16 45 23435
35 31 87175
18 44 156759
24 36 48380
38 15 122500
16 24 20853
7 40 134190
14 27 92015
26 36 144831
38 21 82770
8 26 100723
26 27 124721
12 23 112312
17 11 83112
45 1 51910
19 18 103227
44 42 65764
43 10 132501
13 32 112791
24 9 20181
39 41 117633
33 23 55236
18 25 71894
42 16 67314
45 26 126028
31 42 87848
23 28 2892
40 11 55621
39 33 46024
16 28 37851
14 15 78955
26 22 195546
16 2 32843
30 27 94810
21 32 66770
45 12 85321
38 27 65116
14 44 113765
24 2 53696
31 33 42583
21 41 140956
43 42 154042
3 27 61681
28 38 2379
15 44 96718
44 9 142467
14 37 95575
17 3 79947
21 33 69347
28 7 118555
16 6 3778
22 24 97398
17 15 75650
20 10 102663
28 37 114395
35 6 62863
26 6 106371
20 27 94090
29 16 114626
38 45 51351
35 34 67744
35 21 66841
19 44 165754
15 24 119121
12 41 112111
10 15 105415
12 34 81008
30 8 22202
9 33 61855
41 37 133660
30 33 66451
28 36 4387
35 14 78398
35 23 36440
18 32 51397
26 24 98148
41 45 109537
24 10 66626
4 45 99609
22 33 130345
18 26 130426
37 2 109387
44 13 108465
39 29 140487
26 41 196251
16 10 45773
1 18 86843
35 44 91914
10 41 131875
45 11 44555
37 42 143576
9 10 86807
36 25 70757
11 28 58971
7 19 170991
35 11 87761
41 30 138060
20 12 146557
19 43 127654
43 1 75970
3 39 4004
20 41 129645
30 5 198443
36 34 32799
5 33 161982
40 32 15347
35 41 79657
3 6 60291
24 42 88167
44 30 158175
45 39 83952
35 17 15681
27 34 59602
34 5 178716
36 7 114168
9 31 69124
38 17 46850
38 11 56592
6 43 107105
12 1 118142
38 12 117583
43 23 70140
17 5 187873
19 12 29210
23 40 67688
33 42 81807
3 45 79948
5 38 142141
45 10 30582
40 24 55354
45 15 74833
37 26 172140
21 20 111744
32 45 4281
33 16 22049
3 36 98751
16 26 110149
9 15 139302
25 9 81003
9 8 17606
39 14 79830
28 3 94364
20 17 75824
11 33 6627
13 4 17145
1 10 74248
34 17 77868
5 12 223846
40 8 57929
9 14 60347
32 36 54154
14 33 33806
28 13 88112
4 38 68588
28 8 47202
20 28 31353
8 18 87203
36 29 149308
33 15 112761
31 7 155910
35 45 82520
41 40 120603
22 16 115852
7 22 216320
9 28 38796
27 35 33947
26 11 124082
20 4 97562
15 16 98268
31 17 82526
32 15 79114
14 12 81199
25 28 66370
28 40 64796
4 10 121947
3 40 91014
24 5 178816
9 3 103875
29 20 171516
45 28 53730
37 24 73992
17 24 82845
36 21 89536
27 19 111400
45 13 111600
27 11 70744
34 1 37134
1 17 46291
34 3 99275
44 7 180191
7 32 119161
17 22 170288
3 24 84922
20 11 51409
37 19 73070
17 2 29149
33 2 47336
32 3 75985
21 19 117074
27 2 47415
12 2 124273
5 3 119962
23 7 115663
41 42 153416
18 2 95838
44 37 142103
15 13 36767
2 5 202900
32 9 60506
24 34 15581
31 39 70264
39 1 96548
24 29 135479
26 14 121906
1 5 141582
10 40 41648
6 9 44812
40 31 55035
13 27 57149
34 19 51798
19 2 95063
13 11 121995
25 11 61089
39 38 95989
22 4 192026
27 21 69426
3 20 100056
22 40 92832
27 12 140610
13 26 145338
10 28 76068
30 20 100757
8 15 121696
5 4 209611
27 18 124599
37 15 174530
27 17 18266
26 19 139515
1 8 50140
42 27 124870
5 27 181643
15 18 121949
18 34 74197
12 24 70577
19 36 84597
34 25 76403
44 8 135973
16 44 113773
23 38 5271
37 7 214577
42 14 48001
17 6 58214
36 11 63358
17 29 153916
21 9 72950
35 24 83325
1 36 7325
24 21 75707
1 6 32253
35 22 164947
21 12 146284
35 38 31169
7 34 141961
8 25 63397
20 24 81130
13 24 121728
33 4 98223
31 21 37953
41 43 186237
31 30 73528
Case #305: Impossible
Case #306: 16
6 4 373807
3 1 107295
6 1 281788
3 7 253593
7 5 477659
3 4 199320
2 1 94968
3 5 224066
5 1 306707
4 2 196714
5 6 398559
6 7 79100
6 2 186820
4 7 452907
7 2 265920
1 7 360888
Case #307: 19
6 1 290351
6 7 240892
4 9 410113
3 1 280150
3 2 116758
4 6 440459
8 5 629879
3 4 430258
1 5 248043
6 8 184790
9 6 408713
6 2 200662
7 2 441554
5 4 97935
3 6 83904
2 4 547016
1 8 381836
5 9 508048
3 7 324796
Case #308: 4
6 12 705550
13 8 506206
24 2 540262
18 12 861311
Case #309: 252
3 7 119681
36 26 239210
37 7 234491
17 34 230036
22 33 81079
10 2 59591
18 6 50493
35 34 70869
29 6 176462
7 6 65098
19 9 92278
37 22 151992
15 9 172782
27 7 164821
34 4 65770
21 30 194236
31 24 141521
1 31 125701
4 16 214667
2 26 51176
20 21 219168
9 10 52227
12 32 168958
2 8 13865
5 15 105358
8 38 38782
20 5 125932
1 25 96312
4 27 271998
7 25 20090
23 22 169504
3 37 217593
3 24 70079
10 38 112238
17 9 183958
38 17 152323
32 37 297490
7 29 127124
19 38 104841
23 17 270086
19 24 181744
10 31 176856
30 36 208616
17 6 208379
10 1 107678
35 19 145709
8 15 178597
12 29 184718
10 20 99258
9 21 185517
3 25 139771
19 18 86300
4 25 264159
8 31 103400
17 25 281059
22 11 25292
9 25 136479
1 37 288582
35 3 14972
9 34 94431
36 35 176335
24 14 125619
29 27 179483
36 18 248830
31 16 135802
10 3 13768
17 22 261684
18 38 129456
4 7 252053
8 16 109966
23 12 228391
8 32 47939
32 19 191562
28 38 85898
37 30 234902
15 6 86123
12 33 171976
13 25 69248
33 16 163241
11 34 105949
30 7 145287
31 30 207933
6 22 67985
1 21 110030
23 18 152012
21 5 190244
35 31 178047
19 16 33657
30 9 83304
12 35 110974
1 17 266945
4 13 216049
21 15 240465
15 13 158508
13 9 67231
37 18 205206
17 8 113541
24 23 194666
25 18 127697
14 17 201039
15 19 208236
30 6 80189
12 2 134884
31 13 98637
19 3 130737
14 34 113845
9 6 101339
4 31 208101
32 31 151339
27 33 112817
34 24 154616
22 9 154644
28 1 73066
14 36 205677
22 10 102417
27 21 246595
23 28 193693
4 15 215149
38 22 146948
36 22 266322
26 23 203034
36 27 206426
30 11 108202
31 12 224419
5 14 68446
1 14 148660
32 13 174279
16 5 136226
14 12 151542
1 19 186573
16 30 197565
7 35 115414
32 2 34074
30 5 141295
7 2 165504
2 28 138545
28 34 54122
37 5 230499
34 21 91086
10 26 110767
28 20 182204
30 26 141844
